step,tokens,train_loss,val_loss,lr,tok_per_sec
5600,1468006400,3.1479,,2.897088e-04,125269
5610,1470627840,3.1452,,2.896646e-04,125390
5620,1473249280,3.1185,,2.896203e-04,125384
5630,1475870720,3.1468,,2.895759e-04,124860
5640,1478492160,3.1189,,2.895314e-04,124771
5650,1481113600,3.1317,,2.894868e-04,124755
5660,1483735040,3.1450,,2.894421e-04,124908
5670,1486356480,3.1411,,2.893974e-04,124846
5680,1488977920,3.1288,,2.893525e-04,125021
5690,1491599360,3.1309,,2.893076e-04,124872
5700,1494220800,3.1269,,2.892625e-04,124709
5710,1496842240,3.1214,,2.892174e-04,124841
5720,1499463680,3.1400,,2.891722e-04,124983
5730,1502085120,3.1288,,2.891269e-04,124846
5740,1504706560,3.1265,,2.890815e-04,124961
5750,1507328000,3.1111,,2.890360e-04,124834
5760,1509949440,3.1235,,2.889904e-04,125114
5770,1512570880,3.1141,,2.889447e-04,125358
5780,1515192320,3.1489,,2.888989e-04,124739
5790,1517813760,3.1244,,2.888531e-04,124269
5800,1520435200,3.1326,,2.888071e-04,124704
5810,1523056640,3.1400,,2.887611e-04,124740
5820,1525678080,3.1368,,2.887150e-04,125344
5830,1528299520,3.1140,,2.886688e-04,124954
5840,1530920960,3.1276,,2.886224e-04,124841
5850,1533542400,3.1447,,2.885760e-04,124662
5860,1536163840,3.1532,,2.885296e-04,124800
5870,1538785280,3.1297,,2.884830e-04,124829
5880,1541406720,3.1457,,2.884363e-04,124791
5890,1544028160,3.1091,,2.883896e-04,124874
5900,1546649600,3.1417,,2.883427e-04,124867
5910,1549271040,3.1072,,2.882958e-04,124939
5920,1551892480,3.1264,,2.882487e-04,125204
5930,1554513920,3.1170,,2.882016e-04,125218
5940,1557135360,3.1354,,2.881544e-04,124813
5950,1559756800,3.1266,,2.881071e-04,124855
5960,1562378240,3.1121,,2.880597e-04,124843
5970,1564999680,3.1395,,2.880123e-04,124663
5980,1567621120,3.1288,,2.879647e-04,125113
5990,1570242560,3.1305,,2.879170e-04,124873
6000,1572864000,3.1221,,2.878693e-04,124480
6000,1572864000,,3.1136,2.878693e-04,
6010,1575485440,3.0993,,2.878214e-04,127265
6020,1578106880,3.1242,,2.877735e-04,124082
6030,1580728320,3.1026,,2.877255e-04,125017
6040,1583349760,3.1027,,2.876774e-04,125063
6050,1585971200,3.1020,,2.876292e-04,124830
6060,1588592640,3.0941,,2.875809e-04,124918
6070,1591214080,3.0906,,2.875325e-04,124876
6080,1593835520,3.1108,,2.874841e-04,122175
6090,1596456960,3.1136,,2.874355e-04,124644
6100,1599078400,3.1148,,2.873869e-04,124783
6110,1601699840,3.1118,,2.873381e-04,124856
6120,1604321280,3.1129,,2.872893e-04,124920
6130,1606942720,3.0915,,2.872404e-04,124295
6140,1609564160,3.1296,,2.871914e-04,122016
6150,1612185600,3.1176,,2.871423e-04,124751
6160,1614807040,3.0819,,2.870931e-04,125016
6170,1617428480,3.0914,,2.870439e-04,124803
6180,1620049920,3.1114,,2.869945e-04,124881
6190,1622671360,3.0947,,2.869451e-04,124723
6200,1625292800,3.1011,,2.868955e-04,124690
6210,1627914240,3.0872,,2.868459e-04,124684
6220,1630535680,3.1312,,2.867962e-04,124862
6230,1633157120,3.0775,,2.867464e-04,124809
6240,1635778560,3.1165,,2.866965e-04,124851
6250,1638400000,3.1050,,2.866465e-04,124900
6260,1641021440,3.0948,,2.865965e-04,124796
6270,1643642880,3.1148,,2.865463e-04,124912
6280,1646264320,3.1093,,2.864961e-04,124340
6290,1648885760,3.1074,,2.864457e-04,124757
6300,1651507200,3.1055,,2.863953e-04,124859
6310,1654128640,3.1340,,2.863448e-04,124455
6320,1656750080,3.1077,,2.862942e-04,124479
6330,1659371520,3.1011,,2.862435e-04,124415
6340,1661992960,3.1066,,2.861927e-04,124942
6350,1664614400,3.0979,,2.861418e-04,124832
6360,1667235840,3.1040,,2.860909e-04,124320
6370,1669857280,3.0848,,2.860398e-04,124847
6380,1672478720,3.0720,,2.859887e-04,124582
6390,1675100160,3.1148,,2.859375e-04,124962
6400,1677721600,3.0908,,2.858862e-04,124720
6410,1680343040,3.1114,,2.858348e-04,124119
6420,1682964480,3.0610,,2.857833e-04,124862
6430,1685585920,3.0851,,2.857317e-04,124894
6440,1688207360,3.0950,,2.856801e-04,124893
6450,1690828800,3.1015,,2.856283e-04,124661
6460,1693450240,3.0836,,2.855765e-04,125158
6470,1696071680,3.0765,,2.855246e-04,124765
6480,1698693120,3.0671,,2.854725e-04,124895
6490,1701314560,3.0821,,2.854204e-04,124782
6500,1703936000,3.0657,,2.853683e-04,124634
6500,1703936000,,3.0919,2.853683e-04,
6510,1706557440,3.0874,,2.853160e-04,127042
6520,1709178880,3.0822,,2.852636e-04,125452
6530,1711800320,3.0876,,2.852112e-04,125618
6540,1714421760,3.1030,,2.851586e-04,125068
6550,1717043200,3.1211,,2.851060e-04,125052
6560,1719664640,3.0988,,2.850533e-04,125270
6570,1722286080,3.0801,,2.850005e-04,125310
6580,1724907520,3.1003,,2.849476e-04,125303
6590,1727528960,3.1253,,2.848946e-04,125161
6600,1730150400,3.0891,,2.848415e-04,125360
6610,1732771840,3.0706,,2.847884e-04,124957
6620,1735393280,3.0781,,2.847351e-04,124761
6630,1738014720,3.0710,,2.846818e-04,124952
6640,1740636160,3.1055,,2.846284e-04,125041
6650,1743257600,3.0919,,2.845749e-04,125236
6660,1745879040,3.1075,,2.845213e-04,125038
6670,1748500480,3.0770,,2.844676e-04,125101
6680,1751121920,3.0712,,2.844139e-04,124933
6690,1753743360,3.1063,,2.843600e-04,125088
6700,1756364800,3.0902,,2.843061e-04,124909
6710,1758986240,3.0783,,2.842520e-04,124994
6720,1761607680,3.0673,,2.841979e-04,125024
6730,1764229120,3.0963,,2.841437e-04,125034
6740,1766850560,3.1009,,2.840894e-04,125544
6750,1769472000,3.0808,,2.840351e-04,122514
6760,1772093440,3.0943,,2.839806e-04,124880
6770,1774714880,3.0930,,2.839261e-04,125082
6780,1777336320,3.1299,,2.838714e-04,125038
6790,1779957760,3.0584,,2.838167e-04,124987
6800,1782579200,3.0815,,2.837619e-04,124925
6810,1785200640,3.0865,,2.837070e-04,125013
6820,1787822080,3.0919,,2.836520e-04,124989
6830,1790443520,3.0696,,2.835969e-04,123257
6840,1793064960,3.0930,,2.835418e-04,124917
6850,1795686400,3.0800,,2.834865e-04,124759
6860,1798307840,3.1005,,2.834312e-04,124877
6870,1800929280,3.0762,,2.833758e-04,124352
6880,1803550720,3.1108,,2.833203e-04,122791
6890,1806172160,3.0753,,2.832647e-04,125549
6900,1808793600,3.0743,,2.832090e-04,125584
6910,1811415040,3.0790,,2.831533e-04,125536
6920,1814036480,3.0535,,2.830974e-04,125580
6930,1816657920,3.0725,,2.830415e-04,125486
6940,1819279360,3.0678,,2.829855e-04,125477
6950,1821900800,3.0599,,2.829294e-04,125541
6960,1824522240,3.0924,,2.828732e-04,125543
6970,1827143680,3.1108,,2.828169e-04,125555
6980,1829765120,3.0622,,2.827605e-04,125728
6990,1832386560,3.0661,,2.827041e-04,125545
7000,1835008000,3.0760,,2.826475e-04,125477
7000,1835008000,,3.0723,2.826475e-04,
7010,1837629440,3.0891,,2.825909e-04,127423
7020,1840250880,3.0669,,2.825342e-04,125854
7030,1842872320,3.0903,,2.824774e-04,125486
7040,1845493760,3.1041,,2.824205e-04,125369
7050,1848115200,3.0771,,2.823636e-04,125331
7060,1850736640,3.0565,,2.823065e-04,124852
7070,1853358080,3.0598,,2.822494e-04,124702
7080,1855979520,3.0820,,2.821922e-04,124456
7090,1858600960,3.0466,,2.821349e-04,124802
7100,1861222400,3.0781,,2.820775e-04,124589
7110,1863843840,3.0712,,2.820200e-04,124896
7120,1866465280,3.0533,,2.819624e-04,124762
7130,1869086720,3.0658,,2.819048e-04,124720
7140,1871708160,3.0752,,2.818470e-04,124681
7150,1874329600,3.0556,,2.817892e-04,124525
7160,1876951040,3.0705,,2.817313e-04,124770
7170,1879572480,3.0774,,2.816733e-04,124850
7180,1882193920,3.1059,,2.816153e-04,124938
7190,1884815360,3.0914,,2.815571e-04,124800
7200,1887436800,3.0845,,2.814988e-04,125030
7210,1890058240,3.0415,,2.814405e-04,124961
7220,1892679680,3.0719,,2.813821e-04,125283
7230,1895301120,3.0623,,2.813236e-04,124802
7240,1897922560,3.0782,,2.812650e-04,125276
7250,1900544000,3.0674,,2.812063e-04,125540
7260,1903165440,3.0807,,2.811476e-04,124640
7270,1905786880,3.0576,,2.810887e-04,124607
7280,1908408320,3.0385,,2.810298e-04,124228
7290,1911029760,3.0610,,2.809708e-04,124917
7300,1913651200,3.0672,,2.809117e-04,124997
7310,1916272640,3.0619,,2.808525e-04,124844
7320,1918894080,3.0550,,2.807933e-04,124795
7330,1921515520,3.0641,,2.807339e-04,124895
7340,1924136960,3.0525,,2.806745e-04,124867
7350,1926758400,3.0622,,2.806150e-04,124933
7360,1929379840,3.0649,,2.805554e-04,125145
7370,1932001280,3.0484,,2.804957e-04,124494
7380,1934622720,3.0669,,2.804359e-04,124927
7390,1937244160,3.0673,,2.803761e-04,124873
7400,1939865600,3.0490,,2.803161e-04,124875
7410,1942487040,3.0804,,2.802561e-04,124903
7420,1945108480,3.0666,,2.801960e-04,124869
7430,1947729920,3.0575,,2.801358e-04,124963
7440,1950351360,3.0538,,2.800755e-04,124791
7450,1952972800,3.0874,,2.800152e-04,124874
7460,1955594240,3.0791,,2.799547e-04,124822
7470,1958215680,3.0601,,2.798942e-04,124880
7480,1960837120,3.0339,,2.798336e-04,122540
7490,1963458560,3.0506,,2.797729e-04,125113
7500,1966080000,3.0787,,2.797121e-04,124739
7500,1966080000,,3.0577,2.797121e-04,
7510,1968701440,3.0514,,2.796512e-04,126438
7520,1971322880,3.0615,,2.795903e-04,125534
7530,1973944320,3.0631,,2.795293e-04,124807
7540,1976565760,3.0612,,2.794682e-04,124726
7550,1979187200,3.0601,,2.794070e-04,124895
7560,1981808640,3.0582,,2.793457e-04,124776
7570,1984430080,3.0493,,2.792843e-04,121933
7580,1987051520,3.0612,,2.792229e-04,125051
7590,1989672960,3.0797,,2.791613e-04,124945
7600,1992294400,3.0869,,2.790997e-04,125182
7610,1994915840,3.0772,,2.790380e-04,125349
7620,1997537280,3.0252,,2.789762e-04,123935
7630,2000158720,3.0442,,2.789144e-04,125083
7640,2002780160,3.0515,,2.788524e-04,125003
7650,2005401600,3.0386,,2.787904e-04,125350
7660,2008023040,3.0435,,2.787283e-04,125180
7670,2010644480,3.0750,,2.786661e-04,125291
7680,2013265920,3.0509,,2.786038e-04,125170
7690,2015887360,3.0200,,2.785414e-04,125583
7700,2018508800,3.0449,,2.784790e-04,125647
7710,2021130240,3.0234,,2.784165e-04,125374
7720,2023751680,3.0391,,2.783539e-04,125335
7730,2026373120,3.0583,,2.782912e-04,125487
7740,2028994560,3.0662,,2.782284e-04,125677
7750,2031616000,3.0661,,2.781655e-04,125501
7760,2034237440,3.0160,,2.781026e-04,125311
7770,2036858880,3.0413,,2.780396e-04,124962
7780,2039480320,3.0803,,2.779764e-04,125281
7790,2042101760,3.0664,,2.779133e-04,124962
7800,2044723200,3.0497,,2.778500e-04,124838
7810,2047344640,3.0522,,2.777866e-04,124839
7820,2049966080,3.0356,,2.777232e-04,124906
7830,2052587520,3.0221,,2.776597e-04,124844
7840,2055208960,3.0571,,2.775961e-04,124964
7850,2057830400,3.0514,,2.775324e-04,125351
7860,2060451840,3.0649,,2.774686e-04,124785
7870,2063073280,3.0541,,2.774048e-04,125146
7880,2065694720,3.0491,,2.773408e-04,125121
7890,2068316160,3.0432,,2.772768e-04,125315
7900,2070937600,3.0279,,2.772127e-04,125369
7910,2073559040,3.0398,,2.771486e-04,124958
7920,2076180480,3.0256,,2.770843e-04,125223
7930,2078801920,3.0467,,2.770200e-04,124790
7940,2081423360,3.0581,,2.769555e-04,124833
7950,2084044800,3.0332,,2.768910e-04,124871
7960,2086666240,3.0507,,2.768265e-04,124928
7970,2089287680,3.0628,,2.767618e-04,125007
7980,2091909120,3.0367,,2.766970e-04,124703
7990,2094530560,3.0300,,2.766322e-04,124441
8000,2097152000,3.0167,,2.765673e-04,124245
8000,2097152000,,3.0415,2.765673e-04,
8010,2099773440,3.0735,,2.765023e-04,127268
8020,2102394880,3.0466,,2.764372e-04,125979
8030,2105016320,3.0382,,2.763721e-04,125191
8040,2107637760,3.0488,,2.763068e-04,124667
8050,2110259200,3.0432,,2.762415e-04,125515
8060,2112880640,3.0397,,2.761761e-04,125676
8070,2115502080,3.0344,,2.761106e-04,125702
8080,2118123520,3.0702,,2.760451e-04,125602
8090,2120744960,3.0495,,2.759794e-04,125612
8100,2123366400,3.0410,,2.759137e-04,125550
8110,2125987840,3.0215,,2.758479e-04,125556
8120,2128609280,3.0511,,2.757820e-04,125726
8130,2131230720,3.0425,,2.757160e-04,125615
8140,2133852160,3.0483,,2.756500e-04,125463
8150,2136473600,3.0372,,2.755839e-04,125423
8160,2139095040,3.0406,,2.755177e-04,125451
8170,2141716480,3.0553,,2.754514e-04,125452
8180,2144337920,3.0421,,2.753850e-04,125436
8190,2146959360,3.0387,,2.753186e-04,123889
8200,2149580800,3.0310,,2.752520e-04,125365
8210,2152202240,3.0459,,2.751854e-04,125483
8220,2154823680,3.0475,,2.751187e-04,125490
8230,2157445120,3.0622,,2.750519e-04,125517
8240,2160066560,3.0218,,2.749851e-04,125617
8250,2162688000,3.0313,,2.749182e-04,125448
8260,2165309440,3.0403,,2.748511e-04,125627
8270,2167930880,3.0287,,2.747840e-04,125284
8280,2170552320,3.0381,,2.747169e-04,125345
8290,2173173760,3.0473,,2.746496e-04,124609
8300,2175795200,3.0274,,2.745823e-04,124825
8310,2178416640,3.0364,,2.745149e-04,122255
8320,2181038080,3.0214,,2.744474e-04,124593
8330,2183659520,3.0341,,2.743798e-04,124958
8340,2186280960,3.0460,,2.743121e-04,124743
8350,2188902400,3.0332,,2.742444e-04,122012
8360,2191523840,3.0328,,2.741766e-04,124766
8370,2194145280,3.0315,,2.741087e-04,124344
8380,2196766720,3.0179,,2.740407e-04,124925
8390,2199388160,3.0164,,2.739727e-04,124891
8400,2202009600,3.0173,,2.739045e-04,124798
8410,2204631040,3.0106,,2.738363e-04,124889
8420,2207252480,3.0194,,2.737680e-04,124881
8430,2209873920,3.0313,,2.736997e-04,124831
8440,2212495360,3.0118,,2.736312e-04,124946
8450,2215116800,3.0226,,2.735627e-04,125045
8460,2217738240,3.0144,,2.734941e-04,124741
8470,2220359680,3.0328,,2.734254e-04,124759
8480,2222981120,3.0164,,2.733566e-04,124936
8490,2225602560,3.0496,,2.732878e-04,124888
8500,2228224000,3.0384,,2.732189e-04,124830
8500,2228224000,,3.0265,2.732189e-04,
8510,2230845440,3.0218,,2.731498e-04,127038
8520,2233466880,3.0167,,2.730808e-04,125068
8530,2236088320,3.0450,,2.730116e-04,124700
8540,2238709760,3.0262,,2.729424e-04,124436
8550,2241331200,3.0152,,2.728730e-04,124736
8560,2243952640,3.0038,,2.728036e-04,124485
8570,2246574080,3.0284,,2.727342e-04,124475
8580,2249195520,3.0266,,2.726646e-04,124461
8590,2251816960,3.0081,,2.725950e-04,124465
8600,2254438400,3.0335,,2.725253e-04,124385
8610,2257059840,3.0128,,2.724555e-04,124561
8620,2259681280,3.0479,,2.723856e-04,124730
8630,2262302720,3.0194,,2.723157e-04,124381
8640,2264924160,3.0107,,2.722456e-04,124351
8650,2267545600,2.9945,,2.721755e-04,124484
8660,2270167040,3.0193,,2.721053e-04,124424
8670,2272788480,3.0381,,2.720351e-04,124432
8680,2275409920,3.0378,,2.719647e-04,125080
8690,2278031360,3.0324,,2.718943e-04,124257
8700,2280652800,3.0411,,2.718238e-04,124218
8710,2283274240,3.0323,,2.717532e-04,124302
8720,2285895680,3.0177,,2.716826e-04,124130
8730,2288517120,3.0126,,2.716119e-04,124350
8740,2291138560,3.0110,,2.715411e-04,124402
8750,2293760000,3.0194,,2.714702e-04,124401
8760,2296381440,3.0489,,2.713992e-04,124503
8770,2299002880,3.0287,,2.713282e-04,124325
8780,2301624320,3.0101,,2.712570e-04,124158
8790,2304245760,3.0209,,2.711858e-04,124333
8800,2306867200,3.0119,,2.711146e-04,124356
8810,2309488640,3.0231,,2.710432e-04,124312
8820,2312110080,3.0325,,2.709718e-04,124285
8830,2314731520,3.0169,,2.709003e-04,124262
8840,2317352960,3.0045,,2.708287e-04,124660
8850,2319974400,3.0077,,2.707570e-04,124766
8860,2322595840,3.0390,,2.706853e-04,124666
8870,2325217280,3.0178,,2.706135e-04,124429
8880,2327838720,3.0234,,2.705416e-04,124330
8890,2330460160,3.0152,,2.704696e-04,124448
8900,2333081600,3.0232,,2.703976e-04,124484
8910,2335703040,3.0399,,2.703255e-04,124636
8920,2338324480,3.0222,,2.702533e-04,124927
8930,2340945920,3.0369,,2.701810e-04,123818
8940,2343567360,3.0240,,2.701086e-04,124478
8950,2346188800,3.0171,,2.700362e-04,124736
8960,2348810240,2.9940,,2.699637e-04,124329
8970,2351431680,3.0228,,2.698911e-04,124249
8980,2354053120,3.0101,,2.698184e-04,124381
8990,2356674560,3.0189,,2.697457e-04,124687
9000,2359296000,3.0194,,2.696729e-04,124307
9000,2359296000,,3.0124,2.696729e-04,
9010,2361917440,3.0193,,2.696000e-04,127193
9020,2364538880,3.0183,,2.695270e-04,125469
9030,2367160320,3.0171,,2.694540e-04,125346
9040,2369781760,3.0219,,2.693809e-04,125266
9050,2372403200,3.0028,,2.693077e-04,124873
9060,2375024640,3.0064,,2.692344e-04,122033
9070,2377646080,2.9965,,2.691611e-04,124806
9080,2380267520,2.9951,,2.690876e-04,124841
9090,2382888960,3.0470,,2.690141e-04,124866
9100,2385510400,3.0292,,2.689406e-04,121830
9110,2388131840,3.0033,,2.688669e-04,124385
9120,2390753280,2.9917,,2.687932e-04,125098
9130,2393374720,3.0092,,2.687194e-04,124692
9140,2395996160,3.0102,,2.686455e-04,124789
9150,2398617600,3.0265,,2.685716e-04,124697
9160,2401239040,3.0212,,2.684975e-04,124606
9170,2403860480,3.0016,,2.684234e-04,125046
9180,2406481920,3.0162,,2.683492e-04,124889
9190,2409103360,3.0324,,2.682750e-04,124594
9200,2411724800,2.9848,,2.682006e-04,124856
9210,2414346240,3.0069,,2.681262e-04,124908
9220,2416967680,3.0091,,2.680518e-04,124790
9230,2419589120,3.0330,,2.679772e-04,124945
9240,2422210560,3.0309,,2.679026e-04,124876
9250,2424832000,3.0188,,2.678279e-04,124807
9260,2427453440,2.9947,,2.677531e-04,124875
9270,2430074880,3.0130,,2.676782e-04,124545
9280,2432696320,2.9931,,2.676033e-04,124248
9290,2435317760,3.0347,,2.675283e-04,124558
9300,2437939200,3.0004,,2.674532e-04,124387
9310,2440560640,3.0027,,2.673780e-04,124241
9320,2443182080,3.0278,,2.673028e-04,124553
9330,2445803520,2.9968,,2.672275e-04,124480
9340,2448424960,2.9877,,2.671521e-04,124356
9350,2451046400,3.0369,,2.670767e-04,124342
9360,2453667840,2.9904,,2.670011e-04,124828
9370,2456289280,3.0255,,2.669255e-04,124707
9380,2458910720,2.9900,,2.668498e-04,124438
9390,2461532160,2.9977,,2.667741e-04,124519
9400,2464153600,3.0078,,2.666983e-04,124523
9410,2466775040,2.9851,,2.666223e-04,124338
9420,2469396480,2.9978,,2.665464e-04,124604
9430,2472017920,3.0210,,2.664703e-04,124298
9440,2474639360,2.9756,,2.663942e-04,124161
9450,2477260800,3.0119,,2.663180e-04,124625
9460,2479882240,3.0003,,2.662417e-04,124513
9470,2482503680,3.0208,,2.661654e-04,124712
9480,2485125120,3.0148,,2.660890e-04,124825
9490,2487746560,3.0150,,2.660125e-04,124590
9500,2490368000,2.9999,,2.659359e-04,124619
9500,2490368000,,2.9996,2.659359e-04,
9510,2492989440,2.9912,,2.658592e-04,127112
9520,2495610880,2.9789,,2.657825e-04,125356
9530,2498232320,2.9853,,2.657057e-04,125210
9540,2500853760,3.0215,,2.656289e-04,125263
9550,2503475200,3.0017,,2.655519e-04,125219
9560,2506096640,2.9971,,2.654749e-04,125036
9570,2508718080,3.0281,,2.653978e-04,124817
9580,2511339520,2.9993,,2.653207e-04,124922
9590,2513960960,3.0056,,2.652435e-04,124868
9600,2516582400,2.9851,,2.651662e-04,124842
9610,2519203840,2.9853,,2.650888e-04,124834
9620,2521825280,2.9814,,2.650113e-04,124880
9630,2524446720,3.0041,,2.649338e-04,125053
9640,2527068160,3.0187,,2.648562e-04,125043
9650,2529689600,3.0121,,2.647785e-04,123051
9660,2532311040,3.0229,,2.647008e-04,124722
9670,2534932480,3.0304,,2.646230e-04,124790
9680,2537553920,3.0155,,2.645451e-04,124788
9690,2540175360,3.0039,,2.644671e-04,124893
9700,2542796800,2.9957,,2.643891e-04,124654
9710,2545418240,3.0125,,2.643110e-04,124573
9720,2548039680,3.0138,,2.642328e-04,124645
9730,2550661120,3.0006,,2.641546e-04,124393
9740,2553282560,2.9969,,2.640763e-04,124766
9750,2555904000,3.0042,,2.639979e-04,124498
9760,2558525440,3.0046,,2.639194e-04,124481
9770,2561146880,2.9824,,2.638409e-04,124553
9780,2563768320,3.0238,,2.637622e-04,124802
9790,2566389760,2.9912,,2.636836e-04,124345
9800,2569011200,3.0067,,2.636048e-04,122027
9810,2571632640,3.0013,,2.635260e-04,124787
9820,2574254080,2.9982,,2.634471e-04,124781
9830,2576875520,3.0150,,2.633681e-04,124529
9840,2579496960,2.9997,,2.632891e-04,122013
9850,2582118400,2.9902,,2.632100e-04,124489
9860,2584739840,2.9808,,2.631308e-04,124487
9870,2587361280,3.0051,,2.630515e-04,124209
9880,2589982720,3.0073,,2.629722e-04,124930
9890,2592604160,2.9882,,2.628928e-04,125164
9900,2595225600,2.9982,,2.628133e-04,125013
9910,2597847040,2.9703,,2.627338e-04,125326
9920,2600468480,3.0057,,2.626541e-04,125410
9930,2603089920,2.9940,,2.625745e-04,125353
9940,2605711360,3.0096,,2.624947e-04,125175
9950,2608332800,2.9993,,2.624149e-04,125372
9960,2610954240,2.9909,,2.623350e-04,124964
9970,2613575680,2.9970,,2.622550e-04,124916
9980,2616197120,2.9759,,2.621750e-04,124908
9990,2618818560,2.9881,,2.620948e-04,125010
10000,2621440000,2.9563,,2.620147e-04,125512
10000,2621440000,,2.9886,2.620147e-04,
10010,2624061440,2.9998,,2.619344e-04,127283
10020,2626682880,3.0141,,2.618541e-04,125749
10030,2629304320,2.9690,,2.617737e-04,125846
10040,2631925760,3.0017,,2.616932e-04,125480
10050,2634547200,2.9740,,2.616127e-04,125409
10060,2637168640,3.0166,,2.615321e-04,125268
10070,2639790080,2.9997,,2.614514e-04,124823
10080,2642411520,2.9772,,2.613706e-04,124544
10090,2645032960,2.9914,,2.612898e-04,124754
10100,2647654400,3.0033,,2.612089e-04,124907
10110,2650275840,3.0235,,2.611280e-04,125338
10120,2652897280,3.0050,,2.610469e-04,124970
10130,2655518720,2.9696,,2.609658e-04,124673
10140,2658140160,2.9498,,2.608847e-04,125048
10150,2660761600,2.9792,,2.608034e-04,125046
10160,2663383040,2.9795,,2.607221e-04,124916
10170,2666004480,3.0102,,2.606407e-04,124521
10180,2668625920,2.9860,,2.605593e-04,124851
10190,2671247360,3.0041,,2.604778e-04,125038
10200,2673868800,2.9784,,2.603962e-04,124729
10210,2676490240,2.9939,,2.603145e-04,124969
10220,2679111680,2.9912,,2.602328e-04,124830
10230,2681733120,2.9726,,2.601510e-04,124660
10240,2684354560,2.9640,,2.600691e-04,124571
10250,2686976000,2.9865,,2.599872e-04,124798
10260,2689597440,2.9850,,2.599052e-04,124870
10270,2692218880,2.9762,,2.598231e-04,124517
10280,2694840320,2.9611,,2.597410e-04,124460
10290,2697461760,2.9644,,2.596587e-04,124143
10300,2700083200,2.9717,,2.595765e-04,124280
10310,2702704640,2.9615,,2.594941e-04,123975
10320,2705326080,2.9512,,2.594117e-04,124250
10330,2707947520,2.9784,,2.593292e-04,124610
10340,2710568960,2.9567,,2.592466e-04,124502
10350,2713190400,3.0106,,2.591640e-04,124850
10360,2715811840,3.0072,,2.590813e-04,125015
10370,2718433280,3.0122,,2.589985e-04,123187
10380,2721054720,2.9751,,2.589157e-04,124485
10390,2723676160,2.9652,,2.588328e-04,124394
10400,2726297600,2.9885,,2.587498e-04,124755
10410,2728919040,2.9887,,2.586668e-04,124535
10420,2731540480,2.9630,,2.585837e-04,124892
10430,2734161920,3.0076,,2.585005e-04,124860
10440,2736783360,2.9524,,2.584173e-04,124536
10450,2739404800,2.9794,,2.583339e-04,124482
10460,2742026240,2.9408,,2.582506e-04,124845
10470,2744647680,3.0039,,2.581671e-04,124880
10480,2747269120,2.9751,,2.580836e-04,124520
10490,2749890560,2.9626,,2.580000e-04,124542
10500,2752512000,2.9911,,2.579164e-04,124651
10500,2752512000,,2.9762,2.579164e-04,
10510,2755133440,2.9805,,2.578326e-04,126945
10520,2757754880,2.9869,,2.577489e-04,125231
10530,2760376320,2.9825,,2.576650e-04,125080
10540,2762997760,2.9797,,2.575811e-04,123634
10550,2765619200,2.9561,,2.574971e-04,124709
10560,2768240640,2.9533,,2.574130e-04,124734
10570,2770862080,2.9910,,2.573289e-04,124346
10580,2773483520,2.9715,,2.572447e-04,122004
10590,2776104960,2.9773,,2.571604e-04,124301
10600,2778726400,2.9563,,2.570761e-04,124465
10610,2781347840,2.9764,,2.569917e-04,124252
10620,2783969280,2.9815,,2.569072e-04,124644
10630,2786590720,2.9754,,2.568227e-04,124924
10640,2789212160,2.9832,,2.567381e-04,124655
10650,2791833600,3.0042,,2.566535e-04,124276
10660,2794455040,2.9734,,2.565687e-04,124621
10670,2797076480,3.0004,,2.564839e-04,124851
10680,2799697920,2.9799,,2.563991e-04,125004
10690,2802319360,2.9619,,2.563141e-04,124634
10700,2804940800,2.9647,,2.562291e-04,124826
10710,2807562240,3.0031,,2.561441e-04,124790
10720,2810183680,3.0123,,2.560589e-04,124271
10730,2812805120,2.9785,,2.559737e-04,124368
10740,2815426560,2.9717,,2.558885e-04,124241
10750,2818048000,2.9700,,2.558031e-04,124269
10760,2820669440,2.9986,,2.557177e-04,124838
10770,2823290880,3.0000,,2.556323e-04,124879
10780,2825912320,2.9780,,2.555467e-04,124670
10790,2828533760,2.9822,,2.554611e-04,124538
10800,2831155200,2.9701,,2.553755e-04,124828
10810,2833776640,2.9654,,2.552898e-04,124834
10820,2836398080,2.9713,,2.552040e-04,124626
10830,2839019520,2.9670,,2.551181e-04,124599
10840,2841640960,2.9824,,2.550322e-04,124678
10850,2844262400,2.9827,,2.549462e-04,124424
10860,2846883840,2.9746,,2.548601e-04,124645
10870,2849505280,2.9795,,2.547740e-04,124599
10880,2852126720,2.9699,,2.546878e-04,124921
10890,2854748160,2.9945,,2.546016e-04,124839
10900,2857369600,2.9846,,2.545152e-04,124752
10910,2859991040,2.9913,,2.544289e-04,125022
10920,2862612480,2.9812,,2.543424e-04,124889
10930,2865233920,2.9652,,2.542559e-04,124724
10940,2867855360,2.9608,,2.541693e-04,125013
10950,2870476800,2.9393,,2.540827e-04,124847
10960,2873098240,2.9831,,2.539960e-04,124710
10970,2875719680,2.9655,,2.539092e-04,124479
10980,2878341120,2.9681,,2.538223e-04,124587
10990,2880962560,2.9408,,2.537354e-04,124449
11000,2883584000,2.9688,,2.536485e-04,124679
11000,2883584000,,2.9651,2.536485e-04,
11010,2886205440,2.9633,,2.535614e-04,127238
11020,2888826880,2.9762,,2.534743e-04,125545
11030,2891448320,2.9586,,2.533872e-04,125478
11040,2894069760,2.9912,,2.532999e-04,125767
11050,2896691200,2.9583,,2.532127e-04,125694
11060,2899312640,2.9682,,2.531253e-04,125312
11070,2901934080,2.9556,,2.530379e-04,125309
